0.15	0.15	0.15	1
0.098039216	0.392156863	0.156862745	1
0.490196078	0.392156863	0.62745098	1
0.392156863	0.098039216	0	1
0.470588235 0.274509803 0.196078431 1
0.862745098	0.078431373	0.392156863	1
0.862745098	0.078431373	0.039215686	1
0.705882353	0.862745098	0.549019608	1
0.862745098	0.235294118	0.862745098	1
0.705882353	0.156862745	0.470588235	1
0.549019608	0.078431373	0.549019608	1
0.078431373	0.117647059	0.549019608	1
0.137254902	0.294117647	0.196078431	1
0.882352941	0.549019608	0.549019608	1
0.784313725	0.137254902	0.294117647	1
0.62745098	0.392156863	0.196078431	1
0.078431373	0.862745098	0.235294118	1
0.235294118	0.862745098	0.235294118	1
0.862745098	0.705882353	0.549019608	1
0.078431373	0.392156863	0.196078431	1
0.862745098	0.235294118	0.078431373	1
0.470588235	0.392156863	0.235294118	1
0.862745098	0.078431373	0.078431373	1
0.862745098	0.705882353	0.862745098	1
0.235294118	0.078431373	0.862745098	1
0.62745098	0.549019608	0.705882353	1
0.31372549	0.078431373	0.549019608	1
0.294117647	0.196078431	0.490196078	1
0.078431373	0.862745098	0.62745098	1
0.078431373	0.705882353	0.549019608	1
0.549019608	0.862745098	0.862745098	1
0.31372549	0.62745098	0.078431373	1
0.392156863	0	0.392156863	1
0.274509804	0.274509804	0.274509804	1
0.588235294	0.588235294	0.784313725	1
1	0.752941176	0.125490196	1
