0.5	0.5	0.5	1
0.513725	0	0	1
0.513725	0	0	1
0.533333	0	0	1
0.54902	0	0	1
0.568627	0	0	1
0.584314	0	0	1
0.6	0	0	1
0.619608	0	0	1
0.635294	0	0	1
0.654902	0	0	1
0.670588	0	0	1
0.686275	0	0	1
0.705882	0	0	1
0.721569	0	0	1
0.741176	0	0	1
0.756863	0	0	1
0.772549	0	0	1
0.792157	0	0	1
0.807843	0	0	1
0.827451	0	0	1
0.843137	0	0	1
0.858824	0	0	1
0.878431	0	0	1
0.894118	0	0	1
0.913725	0	0	1
0.929412	0	0	1
0.945098	0	0	1
0.964706	0	0	1
0.980392	0	0	1
1	0	0	1
1	0.011765	0	1
1	0.027451	0	1
1	0.043137	0	1
1	0.058824	0	1
1	0.07451	0	1
1	0.090196	0	1
1	0.105882	0	1
1	0.121569	0	1
1	0.137255	0	1
1	0.152941	0	1
1	0.168627	0	1
1	0.184314	0	1
1	0.2	0	1
1	0.215686	0	1
1	0.231373	0	1
1	0.247059	0	1
1	0.262745	0	1
1	0.278431	0	1
1	0.294118	0	1
1	0.309804	0	1
1	0.32549	0	1
1	0.341176	0	1
1	0.356863	0	1
1	0.372549	0	1
1	0.388235	0	1
1	0.403922	0	1
1	0.419608	0	1
1	0.435294	0	1
1	0.45098	0	1
1	0.466667	0	1
1	0.482353	0	1
1	0.498039	0	1
1	0.513725	0	1
1	0.529412	0	1
1	0.545098	0	1
1	0.560784	0	1
1	0.576471	0	1
1	0.592157	0	1
1	0.607843	0	1
1	0.623529	0	1
1	0.639216	0	1
1	0.654902	0	1
1	0.670588	0	1
1	0.686275	0	1
1	0.701961	0	1
1	0.717647	0	1
1	0.733333	0	1
1	0.74902	0	1
1	0.764706	0	1
1	0.780392	0	1
1	0.796078	0	1
1	0.811765	0	1
1	0.827451	0	1
1	0.843137	0	1
1	0.858824	0	1
1	0.87451	0	1
1	0.890196	0	1
1	0.905882	0	1
1	0.921569	0	1
1	0.937255	0	1
1	0.952941	0	1
1	0.968627	0	1
1	0.984314	0	1
1	1	0	1
0.984314	1	0.011765	1
0.968627	1	0.027451	1
0.513725	0	0	1
0.513725	0	0	1
0.533333	0	0	1
0.54902	0	0	1
0.568627	0	0	1
0.584314	0	0	1
0.6	0	0	1
0.619608	0	0	1
0.635294	0	0	1
0.654902	0	0	1
0.670588	0	0	1
0.686275	0	0	1
0.705882	0	0	1
0.721569	0	0	1
0.741176	0	0	1
0.756863	0	0	1
0.772549	0	0	1
0.792157	0	0	1
0.807843	0	0	1
0.827451	0	0	1
0.843137	0	0	1
0.858824	0	0	1
0.878431	0	0	1
0.894118	0	0	1
0.913725	0	0	1
0.929412	0	0	1
0.945098	0	0	1
0.964706	0	0	1
0.980392	0	0	1
1	0	0	1
1	0.011765	0	1
1	0.027451	0	1
1	0.043137	0	1
1	0.058824	0	1
1	0.07451	0	1
1	0.090196	0	1
1	0.105882	0	1
1	0.121569	0	1
1	0.137255	0	1
1	0.152941	0	1
1	0.168627	0	1
